date,time,type,description,latitude,longitude,district,address
2026-02-09,17:55:00,rape,main road,26.926989,75.801385,Jaipur,"464 {p} {s}, Jaipur"
2026-02-16,23:24:00,murder,construction site,18.492096,73.852213,Pune,"263 {p} {s}, Pune"
2026-03-09,22:01:00,hit and run,market,19.031679,72.878955,Mumbai,"139 {p} {s}, Mumbai"
2026-01-09,15:00:00,theft,industrial area,17.381772,78.476951,Hyderabad,"168 {p} {s}, Hyderabad"
2026-03-05,14:06:00,burglary,school,17.41193,78.482922,Hyderabad,"372 {p} {s}, Hyderabad"
2026-01-09,10:13:00,hit and run,office complex,17.361386,78.518767,Hyderabad,"455 {p} {s}, Hyderabad"
2026-02-12,16:36:00,burglary,residential area,23.007611,72.527021,Ahmedabad,"60 {p} {s}, Ahmedabad"
2026-01-24,08:37:00,theft,highway,19.040607,72.875767,Mumbai,"53 {p} {s}, Mumbai"
2026-02-23,21:08:00,assault,bazaar,23.034245,72.60483,Ahmedabad,"373 {p} {s}, Ahmedabad"
2026-02-18,04:19:00,burglary,residential area,19.105617,72.903028,Mumbai,"186 {p} {s}, Mumbai"
2026-03-29,10:32:00,assault,residential area,18.555685,73.879235,Pune,"340 {p} {s}, Pune"
2026-01-16,20:35:00,assault,temple,19.032724,72.881996,Mumbai,"12 {p} {s}, Mumbai"
2026-01-27,07:55:00,burglary,temple,13.09788,80.221721,Chennai,"227 {p} {s}, Chennai"
2026-03-21,23:14:00,burglary,mall,18.517777,73.868094,Pune,"466 {p} {s}, Pune"
2026-02-04,13:55:00,hit and run,industrial area,23.041092,72.59447,Ahmedabad,"61 {p} {s}, Ahmedabad"
2026-03-04,14:34:00,burglary,industrial area,28.656014,77.258495,Delhi,"196 {p} {s}, Delhi"
2026-02-18,13:13:00,burglary,residential area,17.3691,78.464569,Hyderabad,"36 {p} {s}, Hyderabad"
2026-02-24,12:00:00,burglary,bridge,26.895041,75.769587,Jaipur,"56 {p} {s}, Jaipur"
2026-02-25,20:50:00,theft,main road,26.873592,75.798873,Jaipur,"361 {p} {s}, Jaipur"
2026-03-11,03:40:00,burglary,slum area,22.614614,88.406085,Kolkata,"156 {p} {s}, Kolkata"
2026-03-01,19:25:00,burglary,main road,19.036794,72.822845,Mumbai,"449 {p} {s}, Mumbai"
2026-03-04,06:00:00,assault,bus stand,26.821741,80.926616,Lucknow,"378 {p} {s}, Lucknow"
2026-01-18,11:28:00,burglary,industrial area,18.511816,73.862639,Pune,"37 {p} {s}, Pune"
2026-01-05,00:40:00,assault,industrial area,26.955787,75.787822,Jaipur,"479 {p} {s}, Jaipur"
2026-01-11,01:59:00,hit and run,slum area,23.068391,72.559757,Ahmedabad,"348 {p} {s}, Ahmedabad"
2026-01-21,18:19:00,theft,mall,19.049319,72.896991,Mumbai,"5 {p} {s}, Mumbai"
2026-03-26,07:19:00,murder,highway,22.569868,88.353277,Kolkata,"251 {p} {s}, Kolkata"
2026-02-25,10:58:00,robbery,bazaar,26.954543,75.768369,Jaipur,"333 {p} {s}, Jaipur"
2026-02-03,20:33:00,hit and run,mohalla,12.943221,77.570708,Bangalore,"42 {p} {s}, Bangalore"
2026-02-27,07:11:00,theft,bus stand,22.617411,88.344174,Kolkata,"351 {p} {s}, Kolkata"
2026-02-22,13:33:00,murder,village,22.540427,88.323436,Kolkata,"367 {p} {s}, Kolkata"
2026-03-20,02:22:00,fraud,railway station,17.372503,78.457109,Hyderabad,"150 {p} {s}, Hyderabad"
2026-01-27,14:07:00,robbery,main road,28.56274,77.245299,Delhi,"481 {p} {s}, Delhi"
2026-01-22,10:37:00,assault,construction site,12.985926,77.594898,Bangalore,"350 {p} {s}, Bangalore"
2026-01-04,14:32:00,assault,park,19.023078,72.827662,Mumbai,"62 {p} {s}, Mumbai"
2026-02-16,18:32:00,murder,office complex,28.652939,77.214285,Delhi,"20 {p} {s}, Delhi"
2026-01-02,11:16:00,assault,school,22.974561,72.526198,Ahmedabad,"127 {p} {s}, Ahmedabad"
2026-02-18,04:15:00,fraud,residential area,18.479059,73.812603,Pune,"25 {p} {s}, Pune"
2026-02-28,17:12:00,assault,highway,19.058566,72.876839,Mumbai,"14 {p} {s}, Mumbai"
2026-03-09,01:11:00,rape,market,13.117534,80.247057,Chennai,"349 {p} {s}, Chennai"
2026-02-07,06:15:00,theft,market,17.383199,78.463473,Hyderabad,"322 {p} {s}, Hyderabad"
2026-03-16,15:09:00,assault,mall,23.008231,72.566696,Ahmedabad,"487 {p} {s}, Ahmedabad"
2026-03-28,03:05:00,rape,mall,26.86372,80.891817,Lucknow,"345 {p} {s}, Lucknow"
2026-03-28,21:21:00,burglary,mall,22.575034,88.318173,Kolkata,"494 {p} {s}, Kolkata"
2026-01-11,11:56:00,burglary,construction site,12.965966,77.635955,Bangalore,"416 {p} {s}, Bangalore"
2026-02-21,01:37:00,robbery,office complex,18.56816,73.841771,Pune,"470 {p} {s}, Pune"
2026-01-23,23:27:00,assault,park,23.039559,72.58015,Ahmedabad,"400 {p} {s}, Ahmedabad"
2026-03-14,06:53:00,theft,market,22.552408,88.321846,Kolkata,"404 {p} {s}, Kolkata"
2026-01-31,09:51:00,theft,market,26.872347,80.946923,Lucknow,"295 {p} {s}, Lucknow"
2026-01-10,06:30:00,kidnapping,bus stand,19.108882,72.847196,Mumbai,"353 {p} {s}, Mumbai"
2026-03-20,12:19:00,kidnapping,village,23.008072,72.598718,Ahmedabad,"190 {p} {s}, Ahmedabad"
2026-03-13,21:36:00,kidnapping,hospital,26.876906,80.890482,Lucknow,"71 {p} {s}, Lucknow"
2026-01-05,00:20:00,fraud,mohalla,26.875082,80.914751,Lucknow,"348 {p} {s}, Lucknow"
2026-01-11,07:21:00,assault,mall,18.541478,73.889164,Pune,"100 {p} {s}, Pune"
2026-01-25,07:03:00,assault,school,22.991364,72.597127,Ahmedabad,"90 {p} {s}, Ahmedabad"
2026-02-08,21:13:00,assault,main road,19.031791,72.835241,Mumbai,"347 {p} {s}, Mumbai"
2026-01-18,23:16:00,murder,industrial area,26.944464,75.809543,Jaipur,"284 {p} {s}, Jaipur"
2026-03-17,20:13:00,theft,main road,17.344296,78.484268,Hyderabad,"468 {p} {s}, Hyderabad"
2026-01-20,00:09:00,hit and run,temple,26.803567,80.89155,Lucknow,"21 {p} {s}, Lucknow"
2026-01-17,11:09:00,fraud,bridge,19.118154,72.857365,Mumbai,"72 {p} {s}, Mumbai"
2026-02-21,23:41:00,kidnapping,hospital,22.570478,88.379336,Kolkata,"497 {p} {s}, Kolkata"
2026-02-14,05:13:00,burglary,park,26.87094,75.753001,Jaipur,"105 {p} {s}, Jaipur"
2026-01-25,00:23:00,murder,railway station,13.040681,80.220198,Chennai,"43 {p} {s}, Chennai"
2026-01-25,20:09:00,theft,temple,18.557108,73.857894,Pune,"12 {p} {s}, Pune"
2026-02-20,11:54:00,burglary,village,17.359984,78.502066,Hyderabad,"148 {p} {s}, Hyderabad"
2026-03-07,23:15:00,assault,industrial area,19.037087,72.845423,Mumbai,"130 {p} {s}, Mumbai"
2026-03-07,23:25:00,theft,mohalla,18.552694,73.817669,Pune,"170 {p} {s}, Pune"
2026-03-22,16:57:00,assault,market,19.047235,72.868952,Mumbai,"414 {p} {s}, Mumbai"
2026-01-29,18:25:00,burglary,residential area,28.611505,77.182891,Delhi,"376 {p} {s}, Delhi"
2026-02-15,06:09:00,theft,industrial area,26.854691,80.932495,Lucknow,"156 {p} {s}, Lucknow"
2026-03-20,15:59:00,theft,slum area,17.384549,78.481136,Hyderabad,"154 {p} {s}, Hyderabad"
2026-02-04,01:27:00,kidnapping,residential area,26.91864,75.756473,Jaipur,"414 {p} {s}, Jaipur"
2026-02-20,13:30:00,theft,mohalla,28.604959,77.236196,Delhi,"191 {p} {s}, Delhi"
2026-01-16,00:30:00,theft,mall,26.883236,80.934205,Lucknow,"190 {p} {s}, Lucknow"
2026-01-19,23:31:00,burglary,office complex,26.834899,80.951352,Lucknow,"382 {p} {s}, Lucknow"
2026-01-31,09:28:00,theft,bus stand,28.589891,77.252593,Delhi,"422 {p} {s}, Delhi"
2026-02-08,00:26:00,assault,highway,26.932975,75.76099,Jaipur,"2 {p} {s}, Jaipur"
2026-02-16,07:30:00,theft,village,19.031357,72.860094,Mumbai,"35 {p} {s}, Mumbai"
2026-02-03,22:22:00,assault,village,23.048441,72.559712,Ahmedabad,"118 {p} {s}, Ahmedabad"
2026-01-02,11:50:00,burglary,main road,28.578116,77.20071,Delhi,"336 {p} {s}, Delhi"
2026-01-10,00:05:00,hit and run,mall,13.067196,80.306993,Chennai,"178 {p} {s}, Chennai"
2026-02-23,02:53:00,robbery,residential area,28.656397,77.254888,Delhi,"351 {p} {s}, Delhi"
2026-01-26,01:16:00,theft,park,26.921389,75.742313,Jaipur,"463 {p} {s}, Jaipur"
2026-02-05,17:00:00,hit and run,office complex,18.507986,73.86467,Pune,"323 {p} {s}, Pune"
2026-01-25,11:13:00,hit and run,temple,18.517641,73.84343,Pune,"226 {p} {s}, Pune"
2026-03-25,20:05:00,rape,school,19.02211,72.860355,Mumbai,"132 {p} {s}, Mumbai"
2026-01-25,22:19:00,hit and run,industrial area,13.075886,80.267014,Chennai,"457 {p} {s}, Chennai"
2026-02-03,05:04:00,hit and run,office complex,18.528011,73.801141,Pune,"284 {p} {s}, Pune"
2026-02-01,02:11:00,burglary,village,26.87833,80.939188,Lucknow,"166 {p} {s}, Lucknow"
2026-03-14,20:32:00,robbery,hospital,12.920639,77.613773,Bangalore,"353 {p} {s}, Bangalore"
2026-01-10,12:57:00,theft,village,17.416903,78.477662,Hyderabad,"430 {p} {s}, Hyderabad"
2026-02-03,06:19:00,fraud,village,23.061863,72.596467,Ahmedabad,"470 {p} {s}, Ahmedabad"
2026-02-07,14:52:00,assault,village,13.054858,80.2229,Chennai,"103 {p} {s}, Chennai"
2026-03-06,12:54:00,murder,village,26.910154,75.805891,Jaipur,"418 {p} {s}, Jaipur"
2026-01-11,03:05:00,theft,mosque,19.024425,72.898429,Mumbai,"265 {p} {s}, Mumbai"
2026-02-21,03:47:00,robbery,mosque,26.882951,75.811582,Jaipur,"489 {p} {s}, Jaipur"
2026-01-12,00:52:00,fraud,office complex,22.594577,88.313948,Kolkata,"387 {p} {s}, Kolkata"
2026-02-22,23:10:00,dowry death,mohalla,26.821361,80.974163,Lucknow,"443 {p} {s}, Lucknow"
2026-03-30,03:08:00,hit and run,temple,28.599619,77.166539,Delhi,"8 {p} {s}, Delhi"
2026-03-12,18:37:00,theft,highway,18.565284,73.852427,Pune,"44 {p} {s}, Pune"
2026-02-25,16:30:00,murder,hospital,28.589201,77.190829,Delhi,"232 {p} {s}, Delhi"
2026-02-08,08:00:00,dowry death,mall,18.543476,73.896669,Pune,"449 {p} {s}, Pune"
2026-02-22,03:47:00,assault,main road,23.029388,72.61797,Ahmedabad,"75 {p} {s}, Ahmedabad"
2026-02-25,21:52:00,fraud,construction site,22.984149,72.590073,Ahmedabad,"198 {p} {s}, Ahmedabad"
2026-01-19,05:44:00,theft,mall,26.914863,75.815307,Jaipur,"470 {p} {s}, Jaipur"
2026-03-25,21:22:00,assault,residential area,17.424308,78.463675,Hyderabad,"151 {p} {s}, Hyderabad"
2026-02-20,23:57:00,theft,construction site,22.988396,72.57734,Ahmedabad,"107 {p} {s}, Ahmedabad"
2026-03-18,08:00:00,burglary,bridge,28.633719,77.224769,Delhi,"134 {p} {s}, Delhi"
2026-01-23,12:48:00,theft,mall,18.471885,73.840613,Pune,"424 {p} {s}, Pune"
2026-02-28,06:38:00,fraud,highway,23.004383,72.595309,Ahmedabad,"477 {p} {s}, Ahmedabad"
2026-01-11,15:04:00,theft,slum area,18.54844,73.825998,Pune,"490 {p} {s}, Pune"
2026-01-11,17:44:00,assault,bridge,28.609656,77.229064,Delhi,"166 {p} {s}, Delhi"
2026-02-06,00:12:00,fraud,hospital,17.35858,78.470129,Hyderabad,"84 {p} {s}, Hyderabad"
2026-03-30,06:00:00,hit and run,construction site,18.515144,73.856054,Pune,"37 {p} {s}, Pune"
2026-02-06,06:54:00,robbery,residential area,26.927841,75.831139,Jaipur,"188 {p} {s}, Jaipur"
2026-01-07,07:29:00,robbery,bazaar,18.493902,73.818525,Pune,"400 {p} {s}, Pune"
2026-02-10,01:20:00,robbery,bus stand,28.600112,77.199102,Delhi,"291 {p} {s}, Delhi"
2026-03-14,09:36:00,murder,highway,17.385497,78.513028,Hyderabad,"264 {p} {s}, Hyderabad"
2026-02-14,14:13:00,fraud,railway station,18.55424,73.804832,Pune,"10 {p} {s}, Pune"
2026-03-31,12:18:00,fraud,industrial area,13.012559,77.543573,Bangalore,"136 {p} {s}, Bangalore"
2026-02-08,22:20:00,fraud,main road,22.585105,88.400097,Kolkata,"442 {p} {s}, Kolkata"
2026-03-25,06:52:00,fraud,slum area,12.932059,77.548259,Bangalore,"113 {p} {s}, Bangalore"
2026-01-11,05:19:00,robbery,village,26.874325,80.915297,Lucknow,"58 {p} {s}, Lucknow"
2026-02-14,04:12:00,burglary,mohalla,22.525228,88.34975,Kolkata,"1 {p} {s}, Kolkata"
2026-01-23,21:41:00,hit and run,railway station,26.95657,75.835079,Jaipur,"361 {p} {s}, Jaipur"
2026-02-22,16:05:00,hit and run,main road,22.996347,72.543276,Ahmedabad,"166 {p} {s}, Ahmedabad"
2026-02-27,01:21:00,burglary,office complex,19.069015,72.856188,Mumbai,"250 {p} {s}, Mumbai"
2026-03-23,13:11:00,theft,bus stand,19.11692,72.913688,Mumbai,"13 {p} {s}, Mumbai"
2026-03-06,15:25:00,robbery,mall,18.508227,73.887436,Pune,"336 {p} {s}, Pune"
2026-03-30,06:33:00,hit and run,slum area,26.867572,75.786994,Jaipur,"283 {p} {s}, Jaipur"
2026-01-14,20:09:00,hit and run,temple,17.414715,78.527893,Hyderabad,"464 {p} {s}, Hyderabad"
2026-03-21,03:00:00,hit and run,mohalla,26.876329,75.776899,Jaipur,"296 {p} {s}, Jaipur"
2026-01-15,09:05:00,robbery,residential area,22.973961,72.56327,Ahmedabad,"326 {p} {s}, Ahmedabad"
2026-01-03,01:40:00,robbery,bus stand,26.856693,80.95714,Lucknow,"122 {p} {s}, Lucknow"
2026-01-06,13:12:00,burglary,school,26.912129,75.81009,Jaipur,"200 {p} {s}, Jaipur"
2026-01-07,14:54:00,theft,park,26.838404,80.896988,Lucknow,"345 {p} {s}, Lucknow"
2026-03-31,12:40:00,theft,hospital,13.105484,80.279102,Chennai,"209 {p} {s}, Chennai"
2026-03-01,07:14:00,theft,mosque,23.022096,72.529816,Ahmedabad,"301 {p} {s}, Ahmedabad"
2026-03-25,08:24:00,assault,market,13.12838,80.281452,Chennai,"182 {p} {s}, Chennai"
2026-03-08,14:38:00,dowry death,railway station,28.610337,77.191683,Delhi,"2 {p} {s}, Delhi"
2026-03-13,04:55:00,assault,bus stand,26.790276,80.985873,Lucknow,"23 {p} {s}, Lucknow"
2026-01-21,09:13:00,assault,mosque,18.567371,73.860258,Pune,"426 {p} {s}, Pune"
2026-03-26,19:33:00,robbery,mohalla,22.560214,88.329027,Kolkata,"425 {p} {s}, Kolkata"
2026-01-02,21:33:00,kidnapping,school,28.627086,77.256719,Delhi,"229 {p} {s}, Delhi"
2026-02-22,07:16:00,murder,slum area,13.012601,77.627993,Bangalore,"107 {p} {s}, Bangalore"
2026-03-17,11:39:00,theft,village,26.904865,75.825478,Jaipur,"200 {p} {s}, Jaipur"
2026-02-19,15:06:00,murder,construction site,18.526635,73.861109,Pune,"274 {p} {s}, Pune"
2026-01-06,14:55:00,burglary,railway station,28.564537,77.204169,Delhi,"393 {p} {s}, Delhi"
2026-03-30,10:29:00,assault,main road,26.93285,75.812737,Jaipur,"204 {p} {s}, Jaipur"
2026-03-22,10:43:00,assault,mall,28.617384,77.225352,Delhi,"116 {p} {s}, Delhi"
2026-03-06,21:33:00,burglary,bazaar,17.377682,78.50319,Hyderabad,"263 {p} {s}, Hyderabad"
2026-01-23,17:43:00,theft,temple,19.050192,72.891948,Mumbai,"412 {p} {s}, Mumbai"
2026-03-31,16:49:00,robbery,bazaar,12.952407,77.586266,Bangalore,"59 {p} {s}, Bangalore"
2026-01-10,16:43:00,hit and run,bus stand,22.983884,72.61004,Ahmedabad,"340 {p} {s}, Ahmedabad"
2026-03-06,15:36:00,theft,bus stand,26.883667,80.907434,Lucknow,"343 {p} {s}, Lucknow"
2026-03-08,13:52:00,fraud,railway station,18.478715,73.826357,Pune,"346 {p} {s}, Pune"
2026-02-26,18:53:00,fraud,office complex,19.037104,72.877751,Mumbai,"320 {p} {s}, Mumbai"
2026-03-04,18:04:00,assault,mosque,22.977083,72.538136,Ahmedabad,"18 {p} {s}, Ahmedabad"
2026-03-23,06:19:00,hit and run,temple,26.935813,75.750283,Jaipur,"140 {p} {s}, Jaipur"
2026-03-29,18:08:00,robbery,main road,18.531917,73.876734,Pune,"272 {p} {s}, Pune"
2026-02-28,06:15:00,burglary,bazaar,23.064237,72.531506,Ahmedabad,"33 {p} {s}, Ahmedabad"
2026-01-26,17:49:00,dowry death,market,18.539436,73.846249,Pune,"35 {p} {s}, Pune"
2026-03-26,10:15:00,fraud,mohalla,26.79294,80.933809,Lucknow,"161 {p} {s}, Lucknow"
2026-02-09,07:59:00,theft,bridge,17.34777,78.521396,Hyderabad,"297 {p} {s}, Hyderabad"
2026-03-30,22:58:00,theft,office complex,19.033219,72.870902,Mumbai,"489 {p} {s}, Mumbai"
2026-03-27,04:52:00,murder,construction site,28.659687,77.169942,Delhi,"1 {p} {s}, Delhi"
2026-03-04,23:13:00,hit and run,main road,26.869256,75.744699,Jaipur,"55 {p} {s}, Jaipur"
2026-01-12,04:37:00,murder,bazaar,17.370549,78.501712,Hyderabad,"140 {p} {s}, Hyderabad"
2026-01-31,14:02:00,murder,mall,19.059125,72.868216,Mumbai,"232 {p} {s}, Mumbai"
2026-03-15,17:57:00,hit and run,construction site,12.955809,77.613592,Bangalore,"345 {p} {s}, Bangalore"
2026-01-27,07:33:00,assault,mall,22.557789,88.339736,Kolkata,"173 {p} {s}, Kolkata"
2026-02-02,08:59:00,burglary,construction site,26.956226,75.748768,Jaipur,"132 {p} {s}, Jaipur"
2026-01-23,02:32:00,theft,bridge,12.954051,77.611355,Bangalore,"414 {p} {s}, Bangalore"
2026-02-08,23:50:00,assault,bazaar,19.077291,72.820406,Mumbai,"489 {p} {s}, Mumbai"
2026-03-25,07:47:00,assault,industrial area,26.912686,75.817053,Jaipur,"341 {p} {s}, Jaipur"
2026-01-22,08:54:00,assault,hospital,17.389889,78.441863,Hyderabad,"385 {p} {s}, Hyderabad"
2026-03-10,20:55:00,theft,railway station,18.504738,73.837704,Pune,"95 {p} {s}, Pune"
2026-01-11,10:41:00,assault,park,17.38751,78.527278,Hyderabad,"200 {p} {s}, Hyderabad"
2026-03-13,02:52:00,theft,bazaar,22.522673,88.310544,Kolkata,"266 {p} {s}, Kolkata"
2026-01-06,22:45:00,burglary,park,19.10425,72.90803,Mumbai,"405 {p} {s}, Mumbai"
2026-01-25,18:29:00,fraud,bridge,22.986352,72.543794,Ahmedabad,"305 {p} {s}, Ahmedabad"
2026-03-11,21:38:00,theft,school,26.842812,80.961147,Lucknow,"480 {p} {s}, Lucknow"
2026-01-02,02:52:00,murder,bridge,22.534182,88.399238,Kolkata,"1 {p} {s}, Kolkata"
2026-02-19,08:44:00,burglary,railway station,28.600591,77.256393,Delhi,"340 {p} {s}, Delhi"
2026-03-03,08:54:00,robbery,office complex,12.956084,77.580513,Bangalore,"252 {p} {s}, Bangalore"
2026-02-09,19:56:00,assault,village,17.354339,78.516444,Hyderabad,"457 {p} {s}, Hyderabad"
2026-01-28,03:56:00,rape,residential area,26.957281,75.742169,Jaipur,"109 {p} {s}, Jaipur"
2026-01-23,01:46:00,assault,mall,19.114717,72.830117,Mumbai,"95 {p} {s}, Mumbai"
2026-02-10,14:38:00,kidnapping,construction site,19.069576,72.902311,Mumbai,"64 {p} {s}, Mumbai"
2026-03-29,00:54:00,assault,mosque,26.865816,75.823465,Jaipur,"343 {p} {s}, Jaipur"
2026-03-13,03:54:00,kidnapping,industrial area,12.996543,77.615802,Bangalore,"362 {p} {s}, Bangalore"
2026-02-25,02:59:00,fraud,hospital,12.964293,77.571956,Bangalore,"394 {p} {s}, Bangalore"
2026-03-10,07:28:00,assault,construction site,26.813096,80.92956,Lucknow,"108 {p} {s}, Lucknow"
2026-02-03,18:59:00,theft,bus stand,19.083543,72.850851,Mumbai,"15 {p} {s}, Mumbai"
2026-01-26,22:19:00,theft,bazaar,13.041713,80.27365,Chennai,"259 {p} {s}, Chennai"
2026-01-10,22:42:00,hit and run,residential area,22.972768,72.520571,Ahmedabad,"222 {p} {s}, Ahmedabad"
2026-03-27,16:51:00,burglary,temple,17.416189,78.52879,Hyderabad,"263 {p} {s}, Hyderabad"
2026-02-01,03:13:00,theft,industrial area,13.126355,80.282326,Chennai,"389 {p} {s}, Chennai"
2026-01-14,15:01:00,burglary,mohalla,22.527586,88.408052,Kolkata,"313 {p} {s}, Kolkata"
2026-01-27,00:47:00,theft,bus stand,26.811208,80.948591,Lucknow,"489 {p} {s}, Lucknow"
2026-03-19,14:51:00,hit and run,market,22.99634,72.563889,Ahmedabad,"457 {p} {s}, Ahmedabad"
2026-03-05,06:12:00,burglary,temple,26.813807,80.893714,Lucknow,"277 {p} {s}, Lucknow"
2026-01-01,11:17:00,theft,hospital,18.4933,73.868154,Pune,"20 {p} {s}, Pune"
2026-03-01,06:46:00,fraud,market,26.844886,80.892778,Lucknow,"135 {p} {s}, Lucknow"
2026-01-26,09:46:00,theft,industrial area,28.631043,77.223397,Delhi,"436 {p} {s}, Delhi"
2026-03-22,09:42:00,rape,market,17.36444,78.436529,Hyderabad,"198 {p} {s}, Hyderabad"
2026-01-27,08:02:00,burglary,mall,19.053242,72.837446,Mumbai,"166 {p} {s}, Mumbai"
2026-02-15,14:11:00,theft,office complex,13.071614,80.236497,Chennai,"370 {p} {s}, Chennai"
2026-02-21,18:46:00,theft,market,22.550624,88.340946,Kolkata,"492 {p} {s}, Kolkata"
2026-02-25,10:44:00,robbery,market,17.389378,78.500231,Hyderabad,"46 {p} {s}, Hyderabad"
2026-03-16,11:20:00,theft,mosque,26.80213,80.960045,Lucknow,"446 {p} {s}, Lucknow"
2026-02-27,03:30:00,rape,mosque,22.980856,72.543964,Ahmedabad,"128 {p} {s}, Ahmedabad"
2026-01-09,01:30:00,assault,market,19.045446,72.869316,Mumbai,"159 {p} {s}, Mumbai"
2026-01-15,06:02:00,dowry death,hospital,26.904497,75.770931,Jaipur,"43 {p} {s}, Jaipur"
2026-02-07,17:21:00,theft,residential area,22.993823,72.569971,Ahmedabad,"104 {p} {s}, Ahmedabad"
2026-01-04,05:09:00,rape,village,17.331545,78.50305,Hyderabad,"371 {p} {s}, Hyderabad"
2026-03-03,23:44:00,burglary,industrial area,18.557912,73.812963,Pune,"130 {p} {s}, Pune"
2026-03-27,21:42:00,theft,industrial area,28.586563,77.216968,Delhi,"368 {p} {s}, Delhi"
2026-03-12,01:19:00,kidnapping,bridge,22.606538,88.363192,Kolkata,"490 {p} {s}, Kolkata"
2026-01-28,23:53:00,fraud,school,23.063677,72.575162,Ahmedabad,"31 {p} {s}, Ahmedabad"
2026-03-25,19:00:00,burglary,mall,26.878665,80.954661,Lucknow,"279 {p} {s}, Lucknow"
2026-02-13,06:00:00,theft,industrial area,12.947243,77.610442,Bangalore,"242 {p} {s}, Bangalore"
2026-01-28,12:35:00,theft,residential area,19.070946,72.863831,Mumbai,"259 {p} {s}, Mumbai"
2026-03-24,09:55:00,kidnapping,market,28.630924,77.256638,Delhi,"259 {p} {s}, Delhi"
2026-01-11,12:34:00,assault,mohalla,17.357088,78.501966,Hyderabad,"78 {p} {s}, Hyderabad"
2026-03-03,01:30:00,assault,hospital,13.031256,80.256078,Chennai,"208 {p} {s}, Chennai"
2026-02-14,15:02:00,murder,main road,17.393166,78.443485,Hyderabad,"138 {p} {s}, Hyderabad"
2026-03-21,02:02:00,hit and run,park,22.576717,88.370056,Kolkata,"14 {p} {s}, Kolkata"
2026-03-30,17:09:00,theft,highway,28.651217,77.177008,Delhi,"437 {p} {s}, Delhi"
2026-01-02,05:27:00,theft,highway,22.611389,88.388106,Kolkata,"42 {p} {s}, Kolkata"
2026-01-23,04:10:00,murder,mall,18.535357,73.878737,Pune,"139 {p} {s}, Pune"
2026-02-20,00:29:00,assault,mall,13.054579,80.24307,Chennai,"313 {p} {s}, Chennai"
2026-03-29,09:19:00,robbery,slum area,28.624229,77.237524,Delhi,"8 {p} {s}, Delhi"
2026-02-02,11:18:00,theft,village,18.517201,73.859041,Pune,"248 {p} {s}, Pune"
2026-01-06,08:14:00,assault,market,12.961784,77.590385,Bangalore,"154 {p} {s}, Bangalore"
2026-01-16,14:12:00,burglary,mohalla,26.839087,80.911195,Lucknow,"198 {p} {s}, Lucknow"
2026-03-18,03:19:00,burglary,residential area,12.93161,77.599031,Bangalore,"353 {p} {s}, Bangalore"
2026-01-25,00:26:00,theft,mosque,17.381408,78.430819,Hyderabad,"479 {p} {s}, Hyderabad"
2026-03-23,18:57:00,theft,bazaar,17.41676,78.499091,Hyderabad,"8 {p} {s}, Hyderabad"
2026-02-02,08:19:00,robbery,temple,22.985699,72.599421,Ahmedabad,"22 {p} {s}, Ahmedabad"
2026-01-29,06:01:00,hit and run,mohalla,26.869386,80.988178,Lucknow,"205 {p} {s}, Lucknow"
2026-02-28,13:17:00,murder,office complex,18.523103,73.836386,Pune,"100 {p} {s}, Pune"
2026-02-08,06:31:00,assault,market,18.470052,73.855698,Pune,"105 {p} {s}, Pune"
2026-01-04,09:23:00,kidnapping,temple,12.992512,77.546584,Bangalore,"39 {p} {s}, Bangalore"
2026-02-16,08:03:00,hit and run,village,17.355272,78.503773,Hyderabad,"71 {p} {s}, Hyderabad"
2026-03-07,02:33:00,assault,bazaar,26.826828,80.95371,Lucknow,"61 {p} {s}, Lucknow"
2026-03-03,22:19:00,rape,mosque,12.974195,77.564266,Bangalore,"23 {p} {s}, Bangalore"
2026-01-19,05:00:00,assault,park,12.96458,77.548246,Bangalore,"467 {p} {s}, Bangalore"
